BGC_ID - matches antiSMASHv5 files,BGC Label - matches cytoscape network label,S. species,GCF_ID in matrix file,tier 1 - BiG-SCAPE classification,tier 2 - BiG-SCAPE product prediction,tier 3 - BGC network module,tier 4 - GCF
StCNB536_BA.contig_3.region001,StCNB536_BA_c3_001,tropica,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SpCNY330_SC.contig_10.region001,SpCNY330_SC_c10_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SpDSM45548_FJ.contig_1.region008,SpDSM45548_FJ_c1_008,vitiensis,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SpCNT796_HI.contig_18.region001,SpCNT796_HI_c18_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SpCNS103_PL.contig_30.region001,SpCNS103_PL_c30_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SaCNS673_FJ.contig_1.region001,SaCNS673_FJ_c1_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SpCNY673_MD.contig_26.region001,SpCNY673_MD_c26_001,oceanensis,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SaCNH941_SC.contig_4.region001,SaCNH941_SC_c4_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SaCNS299_PL.contig_20.region001,SaCNS299_PL_c20_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
StCNY681_YU.contig_0.region001,StCNY681_YU_c0_001,tropica,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SaCNT005_FJ.contig_11.region001,SaCNT005_FJ_c11_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
StCNT261_BA.contig_24.region001,StCNT261_BA_c24_001,tropica,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SpCNT001_FJ.contig_16.region001,SpCNT001_FJ_c16_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SaCNP193_SC.contig_4.region001,SaCNP193_SC_c4_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SpCNT584_FJ.contig_8.region001,SpCNT584_FJ_c8_001,oceanensis,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SpCNR114_GU.contig_7.region001,SpCNR114_GU_c7_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SaCNX508_PM.contig_0.region001,SaCNX508_PM_c0_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SaCNY694_YU.contig_11.region001,SaCNY694_YU_c11_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SaCNH643_BA.contig_11.region001,SaCNH643_BA_c11_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SpCNT029_FJ.contig_17.region001,SpCNT029_FJ_c17_001,oceanensis,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SpCNT131_FJ.contig_14.region001,SpCNT131_FJ_c14_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SaDSM45545_FJ.contig_0.region016,SaDSM45545_FJ_c0_016,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SpCNY703_MD.contig_0.region001,SpCNY703_MD_c0_001,oceanensis,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SaCNY280_FJ.contig_12.region001,SaCNY280_FJ_c12_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
StCNS416_BA.contig_10.region001,StCNS416_BA_c10_001,tropica,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SaCNX814_PM.contig_9.region002,SaCNX814_PM_c9_002,arenicola,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SpCNT029_FJ.contig_18.region001,SpCNT029_FJ_c18_001,oceanensis,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SpCNT001_FJ.contig_21.region001,SpCNT001_FJ_c21_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
StCNY012_BA.contig_10.region001,StCNY012_BA_c10_001,tropica,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SaCNT849_HI.contig_0.region002,SaCNT849_HI_c0_002,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SaCNY260_FJ.contig_1.region001,SaCNY260_FJ_c1_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SpCNR909_PL.contig_6.region001,SpCNR909_PL_c6_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SpCNT124_FJ.contig_11.region001,SpCNT124_FJ_c11_001,oceanensis,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SpCNY202_SC.contig_29.region001,SpCNY202_SC_c29_001,cortesiana,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SaCNY685_YU.contig_23.region001,SaCNY685_YU_c23_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SaCNH646_BA.contig_11.region001,SaCNH646_BA_c11_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SaCNP193_SC.contig_21.region001,SaCNP193_SC_c21_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SpCNS055_PL.contig_9.region001,SpCNS055_PL_c9_001,vitiensis,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SpCNY202_SC.contig_23.region001,SpCNY202_SC_c23_001,cortesiana,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SpCNR942_PL.contig_12.region001,SpCNR942_PL_c12_001,fenicalii,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SaCNY230_FJ.contig_0.region001,SaCNY230_FJ_c0_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SpCNT851_HI.contig_20.region001,SpCNT851_HI_c20_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SpCNT084_FJ.contig_17.region001,SpCNT084_FJ_c17_001,pacifica,M15_GCF3549,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF3549
SpCNY646_RS.contig_15.region001,SpCNY646_RS_c15_001,mooreana,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SaCNH713_RS.contig_1.region001,SaCNH713_RS_c1_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SaCNS051_PL.contig_0.region001,SaCNS051_PL_c0_001,arenicola,M15_GCF2530,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2530
SpCNY673_MD.contig_19.region001,SpCNY673_MD_c19_001,oceanensis,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
StCNH898_BA.contig_28.region001,StCNH898_BA_c28_001,tropica,M15_GCF4605,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF4605
SaCNH905_BA.contig_10.region001,SaCNH905_BA_c10_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SaCNS299_PL.contig_1.region001,SaCNS299_PL_c1_001,arenicola,M15_GCF2042,Others,T1PKS.bacteriocin.NRPS-like,M15,GCF2042
SpCNS996_FJ.contig_48.region001,SpCNS996_FJ_c48_001,oceanensis,M150_GCF3836,Others,other,M150,GCF3836
SpCNT001_FJ.contig_50.region001,SpCNT001_FJ_c50_001,pacifica,M151_GCF3867,PKSI,T1PKS,M151,GCF3867
SpCNT001_FJ.contig_65.region001,SpCNT001_FJ_c65_001,pacifica,M152_GCF3868,NRPS,NRPS,M152,GCF3868
SpCNT029_FJ.contig_3.region001,SpCNT029_FJ_c3_001,oceanensis,M153_GCF3916,NRPS,NRPS-like,M153,GCF3916
SpCNT045_FJ.contig_14.region001,SpCNT045_FJ_c14_001,oceanensis,M154_GCF3931,Others,other,M154,GCF3931
SpCNT045_FJ.contig_14.region002,SpCNT045_FJ_c14_002,oceanensis,M155_GCF3932,NRPS,NRPS,M155,GCF3932
SpCNT045_FJ.contig_31.region001,SpCNT045_FJ_c31_001,oceanensis,M156_GCF3939,PKSI,T1PKS,M156,GCF3939
SpCNT045_FJ.contig_53.region001,SpCNT045_FJ_c53_001,oceanensis,M157_GCF3942,NRPS,NRPS,M157,GCF3942
SpCNT084_FJ.contig_32.region001,SpCNT084_FJ_c32_001,pacifica,M158_GCF3959,NRPS,NRPS,M158,GCF3959
SpCNT131_FJ.contig_43.region001,SpCNT131_FJ_c43_001,pacifica,M159_GCF4012,RiPPs,lanthipeptide,M159,GCF4012
SaCNH996_SC.contig_24.region001,SaCNH996_SC_c24_001,arenicola,M16_GCF2144,NRPS,NRPS,M16,GCF2144
SaCNH996B_SC.contig_28.region001,SaCNH996B_SC_c28_001,arenicola,M16_GCF2144,NRPS,NRPS,M16,GCF2144
SpCNT133_FJ.contig_34.region001,SpCNT133_FJ_c34_001,pacifica,M160_GCF4031,NRPS,NRPS,M160,GCF4031
SpCNT403_FJ.contig_10.region001,SpCNT403_FJ_c10_001,oceanensis,M161_GCF4051,PKSI,T1PKS,M161,GCF4051
SpCNT584_FJ.contig_11.region001,SpCNT584_FJ_c11_001,oceanensis,M162_GCF4100,NRPS,NRPS-like,M162,GCF4100
SpCNT584_FJ.contig_8.region002,SpCNT584_FJ_c8_002,oceanensis,M163_GCF4115,NRPS,NRPS,M163,GCF4115
SpCNT609_FJ.contig_21.region001,SpCNT609_FJ_c21_001,pacifica,M164_GCF4149,Others,arylpolyene,M164,GCF4149
SpCNT851_HI.contig_49.region001,SpCNT851_HI_c49_001,pacifica,M165_GCF4206,RiPPs,linaridin,M165,GCF4206
SpCNT854_HI.contig_29.region001,SpCNT854_HI_c29_001,oceanensis,M166_GCF4224,PKS-NRP_Hybrids,T1PKS.PKS-like.NRPS,M166,GCF4224
SpCNT854_HI.contig_53.region001,SpCNT854_HI_c53_001,oceanensis,M167_GCF4228,Others,fused,M167,GCF4228
SpCNY202_SC.contig_0.region001,SpCNY202_SC_c0_001,cortesiana,M168_GCF4253,PKS-NRP_Hybrids,T1PKS.NRPS,M168,GCF4253
SpCNY202_SC.contig_48.region001,SpCNY202_SC_c48_001,cortesiana,M169_GCF4268,NRPS,NRPS,M169,GCF4268
SpCNR909_PL.contig_34.region001,SpCNR909_PL_c34_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SpCNT603_FJ.contig_24.region001,SpCNT603_FJ_c24_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SpCNT855_HI.contig_47.region001,SpCNT855_HI_c47_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNR921_PL.contig_18.region002,SaCNR921_PL_c18_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNR510_GU.contig_50.region001,SpCNR510_GU_c50_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNX891_PM.contig_19.region001,SaCNX891_PM_c19_001,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNS055_PL.contig_0.region004,SpCNS055_PL_c0_004,vitiensis,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpCNT133_FJ.contig_8.region002,SpCNT133_FJ_c8_002,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNH962_SC.contig_30.region001,SaCNH962_SC_c30_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
StCNH898_BA.contig_10.region001,StCNH898_BA_c10_001,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
StCNT250_BA.contig_12.region002,StCNT250_BA_c12_002,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SpCNS055_PL.contig_0.region003,SpCNS055_PL_c0_003,vitiensis,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNY011_BA.contig_35.region001,SaCNY011_BA_c35_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNH964_SC.contig_3.region002,SaCNH964_SC_c3_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNH996_SC.contig_34.region001,SaCNH996_SC_c34_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNS820_FJ.contig_0.region007,SaCNS820_FJ_c0_007,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNR894_PL.contig_18.region001,SpCNR894_PL_c18_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNH941_SC.contig_16.region001,SaCNH941_SC_c16_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNH962_SC.contig_28.region001,SaCNH962_SC_c28_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpCNT045_FJ.contig_1.region002,SpCNT045_FJ_c1_002,oceanensis,M17_GCF4094,Terpene,terpene,M17,GCF4094
SpCNT045_FJ.contig_1.region003,SpCNT045_FJ_c1_003,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNS820_FJ.contig_0.region006,SaCNS820_FJ_c0_006,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNR921_PL.contig_18.region001,SaCNR921_PL_c18_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY237_FJ.contig_15.region002,SaCNY237_FJ_c15_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNS103_PL.contig_13.region001,SpCNS103_PL_c13_001,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpCNT003_FJ.contig_26.region001,SpCNT003_FJ_c26_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNT857_HI.contig_18.region002,SaCNT857_HI_c18_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaDSM45545_FJ.contig_0.region008,SaDSM45545_FJ_c0_008,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNT800_HI.contig_14.region003,SaCNT800_HI_c14_003,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNH996B_SC.contig_36.region001,SaCNH996B_SC_c36_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNQ748_GU.contig_20.region001,SaCNQ748_GU_c20_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
StCNY012_BA.contig_11.region002,StCNY012_BA_c11_002,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SpCNT851_HI.contig_23.region001,SpCNT851_HI_c23_001,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNS051_PL.contig_9.region003,SaCNS051_PL_c9_003,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNS325_PL.contig_20.region002,SaCNS325_PL_c20_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNY666_MD.contig_35.region001,SpCNY666_MD_c35_001,goodfellowii,M17_GCF4094,Terpene,terpene,M17,GCF4094
SaCNH713_RS.contig_0.region004,SaCNH713_RS_c0_004,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY282_FJ.contig_10.region001,SaCNY282_FJ_c10_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpDSM45548_FJ.contig_1.region005,SpDSM45548_FJ_c1_005,vitiensis,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNY330_SC.contig_57.region001,SpCNY330_SC_c57_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SpCNT855_HI.contig_36.region001,SpCNT855_HI_c36_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNH964_SC.contig_3.region001,SaCNH964_SC_c3_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNY331_SC.contig_62.region001,SpCNY331_SC_c62_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SpCNY331_SC.contig_57.region001,SpCNY331_SC_c57_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNR107_GU.contig_2.region004,SaCNR107_GU_c2_004,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNT798_HI.contig_22.region001,SaCNT798_HI_c22_001,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNX481_PM.contig_20.region002,SaCNX481_PM_c20_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNT084_FJ.contig_15.region001,SpCNT084_FJ_c15_001,pacifica,M17_GCF4094,Terpene,terpene,M17,GCF4094
SaCNH646_BA.contig_0.region004,SaCNH646_BA_c0_004,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNS051_PL.contig_9.region004,SaCNS051_PL_c9_004,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNX482_PM.contig_25.region002,SaCNX482_PM_c25_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNH718_RS.contig_2.region005,SaCNH718_RS_c2_005,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNT857_HI.contig_18.region001,SaCNT857_HI_c18_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNT005_FJ.contig_8.region003,SaCNT005_FJ_c8_003,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNY260_FJ.contig_15.region002,SaCNY260_FJ_c15_002,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNY363_SC.contig_18.region001,SpCNY363_SC_c18_001,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNY280_FJ.contig_18.region002,SaCNY280_FJ_c18_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpDSM45544_FJ.contig_0.region004,SpDSM45544_FJ_c0_004,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpCNS996_FJ.contig_14.region001,SpCNS996_FJ_c14_001,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNX814_PM.contig_17.region002,SaCNX814_PM_c17_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNT005_FJ.contig_8.region004,SaCNT005_FJ_c8_004,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNR510_GU.contig_43.region001,SpCNR510_GU_c43_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SpCNT131_FJ.contig_23.region001,SpCNT131_FJ_c23_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SpCNY703_MD.contig_34.region001,SpCNY703_MD_c34_001,oceanensis,M17_GCF4046,Terpene,terpene,M17,GCF4046
StCNS416_BA.contig_11.region001,StCNS416_BA_c11_001,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SaCNT850_HI.contig_19.region001,SaCNT850_HI_c19_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
StCNR699_BA.contig_16.region002,StCNR699_BA_c16_002,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SaCNY690_YU.contig_19.region001,SaCNY690_YU_c19_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNR425_GU.contig_12.region001,SaCNR425_GU_c12_001,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNS325_PL.contig_32.region001,SaCNS325_PL_c32_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY280_FJ.contig_18.region001,SaCNY280_FJ_c18_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNH877_BA.contig_37.region001,SaCNH877_BA_c37_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNR107_GU.contig_2.region003,SaCNR107_GU_c2_003,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNH713_RS.contig_0.region005,SaCNH713_RS_c0_005,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpCNY239_FJ.contig_6.region002,SpCNY239_FJ_c6_002,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNS205_PL.contig_0.region015,SaCNS205_PL_c0_015,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNS205_PL.contig_0.region016,SaCNS205_PL_c0_016,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNH643_BA.contig_1.region003,SaCNH643_BA_c1_003,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNB527_BA.contig_26.region001,SaCNB527_BA_c26_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY256_FJ.contig_11.region001,SaCNY256_FJ_c11_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNT850_HI.contig_19.region002,SaCNT850_HI_c19_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNS673_FJ.contig_13.region001,SaCNS673_FJ_c13_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY282_FJ.contig_10.region002,SaCNY282_FJ_c10_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNY685_YU.contig_53.region001,SaCNY685_YU_c53_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNP193_SC.contig_16.region001,SaCNP193_SC_c16_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNT854_HI.contig_1.region002,SpCNT854_HI_c1_002,oceanensis,M17_GCF4094,Terpene,terpene,M17,GCF4094
SaCNH996B_SC.contig_1.region003,SaCNH996B_SC_c1_003,arenicola,M17_GCF4600,Terpene,terpene,M17,GCF4600
SpCNY331_SC.contig_71.region001,SpCNY331_SC_c71_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
StCNT261_BA.contig_11.region001,StCNT261_BA_c11_001,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SpCNT609_FJ.contig_25.region002,SpCNT609_FJ_c25_002,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpDSM45543_FJ.contig_0.region012,SpDSM45543_FJ_c0_012,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNS243_PL.contig_0.region003,SaCNS243_PL_c0_003,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpDSM45547_FJ.contig_0.region018,SpDSM45547_FJ_c0_018,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SpCNS801_FJ.contig_16.region001,SpCNS801_FJ_c16_001,vitiensis,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNY256_FJ.contig_11.region002,SaCNY256_FJ_c11_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNS744_FJ.contig_11.region004,SaCNS744_FJ_c11_004,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNP193_SC.contig_16.region002,SaCNP193_SC_c16_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpCNY673_MD.contig_25.region001,SpCNY673_MD_c25_001,oceanensis,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpDSM45549_FJ.contig_0.region014,SpDSM45549_FJ_c0_014,mooreana,M17_GCF4094,Terpene,terpene,M17,GCF4094
StCNY681_YU.contig_12.region002,StCNY681_YU_c12_002,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SpCNR909_PL.contig_8.region002,SpCNR909_PL_c8_002,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNT798_HI.contig_22.region002,SaCNT798_HI_c22_002,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNH643_BA.contig_1.region004,SaCNH643_BA_c1_004,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNX891_PM.contig_19.region002,SaCNX891_PM_c19_002,arenicola,M17_GCF3044,Terpene,terpene,M17,GCF3044
SaCNT799_HI.contig_2.region002,SaCNT799_HI_c2_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNP105_SC.contig_15.region001,SaCNP105_SC_c15_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpDSM45543_FJ.contig_0.region013,SpDSM45543_FJ_c0_013,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNH718_RS.contig_2.region006,SaCNH718_RS_c2_006,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
StCNB536_BA.contig_13.region001,StCNB536_BA_c13_001,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SpCNY646_RS.contig_8.region001,SpCNY646_RS_c8_001,mooreana,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNS744_FJ.contig_11.region003,SaCNS744_FJ_c11_003,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNT584_FJ.contig_0.region001,SpCNT584_FJ_c0_001,oceanensis,M17_GCF4094,Terpene,terpene,M17,GCF4094
SaCNH905_BA.contig_23.region001,SaCNH905_BA_c23_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpCNY330_SC.contig_25.region001,SpCNY330_SC_c25_001,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNS848_FJ.contig_14.region001,SaCNS848_FJ_c14_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNY202_SC.contig_22.region001,SpCNY202_SC_c22_001,cortesiana,M17_GCF4094,Terpene,terpene,M17,GCF4094
SaCNT849_HI.contig_12.region002,SaCNT849_HI_c12_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaDSM45545_FJ.contig_0.region009,SaDSM45545_FJ_c0_009,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNS243_PL.contig_0.region002,SaCNS243_PL_c0_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
StCNB440_BA.contig_0.region009,StCNB440_BA_c0_009,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SaCNS673_FJ.contig_13.region002,SaCNS673_FJ_c13_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpCNT569_FJ.contig_0.region005,SpCNT569_FJ_c0_005,fenicalii,M17_GCF4600,Terpene,terpene,M17,GCF4600
SaCNS342_FJ.contig_16.region001,SaCNS342_FJ_c16_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNS299_PL.contig_19.region001,SaCNS299_PL_c19_001,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNY231_FJ.contig_13.region003,SaCNY231_FJ_c13_003,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNR114_GU.contig_24.region002,SpCNR114_GU_c24_002,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNX482_PM.contig_36.region001,SaCNX482_PM_c36_001,arenicola,M17_GCF3044,Terpene,terpene,M17,GCF3044
